epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
924,23675.1,0.84643,0.49169,0.93991,0.91676,0.68728,0.83472,0.67703,1.12103,0.5542,1.38407,0.00267506,0.00267506,0.00267506
925,23700.7,0.85182,0.4952,0.94242,0.91591,0.68765,0.83456,0.67696,1.12113,0.55421,1.38439,0.00266532,0.00266532,0.00266532
926,23725.9,0.84314,0.4931,0.94273,0.9159,0.68774,0.83468,0.67701,1.12115,0.5542,1.38448,0.00265559,0.00265559,0.00265559
927,23751.3,0.84402,0.49411,0.9442,0.91584,0.68763,0.83466,0.67699,1.12136,0.55436,1.38478,0.00264588,0.00264588,0.00264588
928,23776.8,0.83635,0.49094,0.94337,0.91583,0.68779,0.83468,0.67698,1.12162,0.55445,1.38515,0.00263617,0.00263617,0.00263617
929,23802.2,0.84182,0.49208,0.94067,0.91633,0.68764,0.83471,0.67696,1.1218,0.5546,1.38541,0.00262648,0.00262648,0.00262648
930,23827.6,0.84483,0.49691,0.94788,0.91591,0.68771,0.83464,0.67684,1.12212,0.55475,1.38575,0.0026168,0.0026168,0.0026168
931,23853,0.84218,0.49388,0.94282,0.91578,0.68789,0.83469,0.67691,1.12231,0.55481,1.38617,0.00260713,0.00260713,0.00260713
932,23878.5,0.8383,0.49126,0.94246,0.91693,0.68729,0.8347,0.67688,1.12251,0.555,1.38659,0.00259748,0.00259748,0.00259748
933,23904.1,0.84489,0.49481,0.94403,0.91672,0.68729,0.8347,0.6769,1.12242,0.55502,1.3867,0.00258784,0.00258784,0.00258784
934,23929.6,0.84042,0.48897,0.93704,0.91663,0.68752,0.83476,0.67695,1.12249,0.55516,1.38695,0.00257821,0.00257821,0.00257821
935,23955.1,0.8368,0.48788,0.9362,0.91648,0.68756,0.83485,0.67698,1.12271,0.55526,1.38719,0.00256859,0.00256859,0.00256859
936,23980.7,0.83345,0.48928,0.94149,0.91638,0.68766,0.83475,0.67688,1.12274,0.5553,1.38739,0.00255898,0.00255898,0.00255898
937,24006.3,0.84337,0.49127,0.94062,0.91657,0.68769,0.83481,0.67694,1.12285,0.55536,1.38748,0.00254939,0.00254939,0.00254939
938,24031.9,0.83998,0.49326,0.9433,0.91657,0.68765,0.83485,0.67691,1.12299,0.5554,1.38766,0.00253981,0.00253981,0.00253981
939,24057.3,0.83424,0.48647,0.93563,0.91559,0.68851,0.83489,0.67692,1.12303,0.55549,1.38773,0.00253024,0.00253024,0.00253024
940,24082.5,0.83916,0.49127,0.94107,0.91548,0.68853,0.83495,0.677,1.12305,0.55549,1.38774,0.00252069,0.00252069,0.00252069
941,24107.6,0.83793,0.49035,0.94018,0.91548,0.68859,0.83495,0.67702,1.12309,0.55552,1.38789,0.00251115,0.00251115,0.00251115
942,24132.9,0.84648,0.497,0.94545,0.91559,0.68867,0.835,0.67698,1.12327,0.55563,1.388,0.00250162,0.00250162,0.00250162
943,24158,0.83634,0.48888,0.93946,0.91559,0.68873,0.83498,0.67699,1.12329,0.55571,1.38815,0.0024921,0.0024921,0.0024921
944,24183.2,0.83528,0.49058,0.94387,0.91552,0.68863,0.83494,0.67695,1.12346,0.55579,1.38841,0.0024826,0.0024826,0.0024826
945,24208.5,0.83607,0.49244,0.94445,0.91559,0.68876,0.835,0.67694,1.12375,0.55597,1.38877,0.00247311,0.00247311,0.00247311
946,24234.1,0.84308,0.4947,0.94408,0.91523,0.68909,0.83502,0.67686,1.12393,0.55605,1.38894,0.00246363,0.00246363,0.00246363
947,24259.5,0.84119,0.49534,0.94709,0.9158,0.68875,0.83501,0.67686,1.12395,0.55615,1.38916,0.00245417,0.00245417,0.00245417
948,24285,0.8374,0.49259,0.94336,0.9156,0.6887,0.83499,0.67677,1.12407,0.5562,1.38947,0.00244472,0.00244472,0.00244472
949,24310.7,0.83931,0.49151,0.9421,0.91575,0.68882,0.83501,0.67684,1.12416,0.55622,1.38972,0.00243528,0.00243528,0.00243528
950,24336,0.83094,0.48549,0.93812,0.91503,0.68919,0.83497,0.6768,1.12431,0.55626,1.38987,0.00242585,0.00242585,0.00242585
951,24361.5,0.82993,0.48501,0.93697,0.91561,0.68887,0.83496,0.67678,1.1245,0.5564,1.39009,0.00241644,0.00241644,0.00241644
952,24387.3,0.83728,0.48993,0.9407,0.91568,0.68899,0.83499,0.67679,1.12469,0.55644,1.39032,0.00240704,0.00240704,0.00240704
953,24412.8,0.83099,0.48712,0.94079,0.91571,0.6889,0.83495,0.67675,1.1247,0.55649,1.39039,0.00239766,0.00239766,0.00239766
954,24438,0.83733,0.49165,0.94252,0.91583,0.68891,0.83502,0.67677,1.12481,0.55655,1.39062,0.00238829,0.00238829,0.00238829
955,24463.3,0.83293,0.48853,0.94227,0.91565,0.68912,0.83502,0.67674,1.12518,0.55673,1.39089,0.00237893,0.00237893,0.00237893
